category,notice,notice_code,publish_date,title
Personal Legal,"Notice is hereby given that a Deed Poll dated and enrolled in the Senior Courts of England and Wales on , I, Married/Civil Partnership and a British Citizen under of the abandoned the name of Graeme Paul Ryder and assumed the name of Graeme Paul Davis.",4567932,"5 March 2024, 12:00",Changes of Name
Other Notices,"To : Joseph Mburu KURIA Date: 29th February 2024 Pursuant to Part 5, Chapter 3, Section s303Z9 of the Proceeds of Crime Act 2002, notice is hereby given that that Devon & Cornwall Police intend to forfeit funds from two bank accounts totalling £14,031.39 and £2,430.52 that are currently held under Account Freezing Orders under s303Z3 of The Proceeds of Crime Act 2002, which were granted at Plymouth Magistrates’ Court on 29th November 2023 and 8th December 2023. Any objection to this forfeiture should be sent in writing to: AFI 55388 Millar, Serious and Organised Crime Branch, Financial Investigation Unit, Charles Cross Police Station, Plymouth, Devon, PL4 8HG by 31st March 2024. If no objection is received, the funds will be forfeited",4570093,"5 March 2024, 13:20",Other Notices
Corporate Insolvency,"NOTICE is hereby given that on a petition was presented to the Sheriff of Glasgow Sheriff Court by for an order under the to wind up Bouzy Glasgow (1) Limited a company incorporated under the companies act registered under company number SC704307 and having its registered office at and to appoint an interim liquidator; in which petition the Sheriff by interlocutor dated appoints notice of the import of the petition and of this deliverance, and of the particulars specified in the Act of Sederunt to be advertised once in the and once in the newspaper; Ordains the said Bouzy Glasgow (1) Limited and any other persons interested, if they intend to show cause why the prayer of the petition should not be granted, to lodge Answers in the hands of the Sheriff Clerk at , within eight days after intimation and advertisement; under certifications; all of which notice is hereby given.",4567999,"5 March 2024, 12:00",Petitions to Wind Up (Companies)
Personal Legal,,4570073,"5 March 2024, 12:40",Deceased Estates
Personal Legal,,4570031,,Deceased Estates
Personal Legal,"Notice is hereby given that a Deed Poll dated and enrolled in the Senior Courts of England and Wales on , I, Single and a British Citizen under of the abandoned the name of Noora Ali and assumed the name of Sara Khaleel Fattah Siza.",4567931,"5 March 2024, 12:00",Changes of Name
Planning,"The applications listed in the schedule may be viewed online at www.fife.gov.uk/planning Public access computers are available in Local Libraries. Comments can be made online or in writing to Fife Council, Planning Services, Fife House, North Street, Glenrothes, KY7 5LT within 21 days from the date of this notice. 24/00389/LBC Seton House Cross Wynd Falkland Cupar Fife KY15 7BE Ms Sue Bourne Listed building consent for internal alterations to dwellinghouse and installation of rainwater goods 23/03324/LBC Collessie Church Collessie Brae Collessie Cupar Fife KY15 7RQ Mr Peter Wilson Listed building consent for internal alterations to remove staircase and associated structural and fabric work 24/00064/LBC Carnbee House Carnbee Anstruther Fife KY10 2RU Mr Arthur Docker Listed building consent for internal alterations including widening of door opening to dwellinghouse 24/00435/FULL Dalquhamie Cottage Helen Lane North Queensferry Inverkeithing Fife KY11 1JY Mr Gary Bald Erection of dwellinghouse, formation of hardstanding, formation of access and erection of replacement boundary wall 24/00373/LBC Ground Floor 124 Bonnygate Cupar Fife KY15 4LF Mr L Giachetto Listed building consent for replacement door and repairs to stonework, including re-pointing, replacement of worn stones, replacement ground floor window cills and doorpiece columns 24/00086/LBC Pittenweem Inn 42 Charles Street Pittenweem Anstruther Fife KY10 2QJ Wild Piglet Ltd Listed building consent for internal and external works to include installation of windows, doors, flue and air source heat pumps, roofing works, stonework/repointing and paintwork, replacement guttering, erection of rear extension, boundary wall and gate (including part demolition) and bin storage area, formation of hardstanding, display of illuminated signage and internal downtakings to reconfigure layout 24/00383/FULL East Sands Beach East Sands St Andrews Fife Name and Address of Applicant Wild Scottish Sauna Siting of mobile sauna unit 24/00392/LBC Harbour Kiosk Shorehead St Andrews Fife St Andrews Harbour Trust Listed building consent for investigational works to harbour 24/00376/LBC 5 St Andrews Road Crail Anstruther Fife KY10 3UQ Mr J Cowmeadow Listed building consent for installation of replacement windows to dwellinghouse (amendment to previously approved 23/01670/LBC) 24/00380/LBC 39 Kinghorn Road Burntisland Fife KY3 9EA Fife Council Listed building consent for replacement stairwell window to rear of flatted dwelling 24/00367/LBC 7 And 8 The Dale Kilconquhar Leven Fife KY9 1LY Fife Council Listed building consent for installation of replacement windows and doors to dwellinghouse 24/00201/LBC 18 Mid Shore Pittenweem Anstruther Fife KY10 2NL Mr Alan Garvin Listed building consent for installation of replacement windows to dwellinghouse 24/00137/LBC 16 Watson Place Pittenweem Road Anstruther Fife KY10 3ED Dr Sarah Sneddon Listed building consent for 2no replacement windows",4569140,"5 March 2024, 12:00",Town and Country Planning
Personal Legal,,4570205,,Deceased Estates
Partnerships,"Notice is hereby given, pursuant to Section 10 of the Limited Partnerships Act 1907, that DEVK Rückversicherungs- und Beteiligungs-AG – DEVK RE and DEVK Allgemeine Lebensversicherungs-AG have each transferred their entire interests in Unigestion Secondary Opportunity II LP, a limited partnership registered in Scotland with number SL007099 (the “ ”) to DEVK Deutsche Eisenbahn Versicherung Sach- und HUK-Versicherungsverein A.G. DEVK Rückversicherungs- und Beteiligungs-AG – DEVK RE has ceased to be a limited partner of the Partnership. DEVK Allgemeine Lebensversicherungs-AG has ceased to be a limited partner of the Partnership.",4569142,"5 March 2024, 12:00",Statement by General Partner
Corporate Insolvency,"NOTICE is hereby given that on a Petition was presented to the Sheriff at Perth by having their registered office at (the “Company”) craving the Court that the Company be wound up by the Court and that an interim liquidator be appointed in which Petition the Sheriff at Perth by interlocutor dated appointed all persons having an interest to lodge Answers in the hands of the Sheriff Clerk at within 8 days after intimation, service or advertisement",4569143,"5 March 2024, 12:00",Petitions to Wind Up (Companies)
Transport,"1. The NEWHAM LONDON BOROUGH COUNCIL, hereby gives notice that it intends to make an Order –, Thames Water, Lead Pipe Replacement Scheme E7 & E15, (Temporary Prohibition of Traffic), Order 2024. The general effect of which will be to prohibit pedestrian traffic from proceeding or waiting on the public highway. 2. The Order will be made to enable Thames Water and it contractors to carry out highway works, on or near the highway. 3. The prohibition applies from Monday 1st April 2024 until Tuesday 30th September 2025 or on completion of the works, whichever is the sooner. 4. The general effect of which will be to close the roads listed in schedule 1 below, at such times the when appropriate traffic signs are displayed in accordance with the Traffic Signs Regulations and General Directions 2016(c). 5. Where required Pedestrian and vehicular access will be diverted via local adjacent footways and roads, one way streets where necessary, may be reversed or reverted to two-way working, road closures and parking prohibitions will apply when appropriate signs are displayed in accordance with the Traffic Signs Regulations and General Directions 2016(c).. 6. This Order shall apply to vehicles being used for Fire, Ambulance or Police purposes, or with the permission or at the direction of a Police Constable in uniform, or authorised Officer. Nothing in paragraph 2 of the Order shall apply to vehicles necessarily used in connection with the works. (a) 1984 c.27 (b) 1991 c.40 (c) S.I. 2016/362 (d) LB Newham 107/2011 AVENUE ROAD, E7 DISRAELI ROAD, E7 KNOX ROAD, E7 RIDLEY ROAD, E7 BARWICK ROAD, E7 ESSEX STREET, E7 LEONARD ROAD, E7 STORK ROAD, E7 BIGNOLD ROAD, E7 FIELD ROAD, E7 LORNE ROAD, E7 SUFFOLK STREET, E7 CAPEL ROAD, E7 FOREST ROAD, E7 MACDONALD ROAD, E7 TYLNEY ROAD, E7 CLOVA ROAD, E7 GODWIN ROAD, E7 MARGERY PARK ROAD, E7 WELLINGTON ROAD, E7 DEAN STREET, E7 KNIGHTON ROAD, E7 REGINALD ROAD, E7 YORK ROAD, E7 ASH ROAD, E15 ELEANOR ROAD, E15 ST JAMES ROAD, E15 TORRENS SQUARE, 15 BOLTON ROAD, E15 MANBEY GROVE, E15 TAVISTOCK ROAD, E15 VICARAGE ROAD, E15",4569516,"5 March 2024, 12:00",Road Traffic Acts
Planning,"The Secretary of State gives notice of the proposal to make an Order under section 247 of the above Act to authorise the stopping up of a length of Footpath 0227/11/1 and the whole of Restricted Byway 0227/23A/1 at Eaton upon Tern in Shropshire. If made, the Order would authorise the stopping up only to enable development as permitted by Shropshire Council under reference, 22/01866/FUL. Copies of the draft Order and relevant plan will be available for inspection during normal opening hours at Market Drayton Library, 51 Cheshire Street, Market Drayton, TF9 1PH in the 28 days commencing on 05 March 2024, and may be obtained, free of charge, from the addresses stated below quoting NATTRAN/WM/S247/5638. Any person may object to the making of the proposed order by stating their reasons in writing to the Secretary of State at nationalcasework@dft.gov.uk or National Transport Casework Team, Tyneside House, Skinnerburn Road, Newcastle upon Tyne NE4 7AR, quoting the above reference. Objections should be received by midnight on 02 April 2024. You are advised that your personal data and correspondence will be passed to the applicant/agent to enable your objection to be considered. If you do not wish your personal data to be forwarded, please state your reasons when submitting your objection.",4569517,"5 March 2024, 12:00",Town and Country Planning
Planning,"THE SECRETARY OF STATE hereby gives notice of the proposal to make an Order made under section 249 of the above Act to authorise the extinguishment of vehicular rights at Market Street, Bank Street, Broadway, Bridge Street and Hall Ings at Bradford in the Metropolitan Borough of Bradford. Copies of the draft order and relevant plan may be inspected during normal opening hours at City Hall, Bradford, BD1 1HY in the 28 days commencing on 05 March 2024 and may be obtained free of charge, from the Secretary of State (quoting reference NATTRAN/Y&H/S249/5587) at the address stated below. ANY PERSON MAY OBJECT to the making of the proposed order by stating their reasons in writing to the Secretary of State at nationalcasework@dft.gov.uk or National Transport Casework Team, Tyneside House, Skinnerburn Road, Newcastle upon Tyne NE4 7AR, quoting the above reference. Objections should be received by midnight on 02 April 2024. You are advised that your personal data and correspondence will be passed to the applicant/agent to enable your objection to be considered. If you do not wish your personal data to be forwarded, please state your reasons when submitting your objection.",4569518,"5 March 2024, 12:00",Town and Country Planning
Personal Legal,"Notice is hereby given that a Deed Poll dated and enrolled in the Senior Courts of England and Wales on , I, Married/Civil Partnership and a British Citizen under of the abandoned the name of Hannah Rachael Whitaker and assumed the name of Hannah Rachael Whitaker Flower.",4567916,"5 March 2024, 12:10",Changes of Name
Corporate Insolvency,"On , a petition was presented to Greenock Sheriff Court by the craving the Court to order that KENNETH MARTIN PHOTOGRAPHY LTD, (registered office) (company registration number SC635810) be wound up by the Court and to appoint a liquidator. All parties claiming an interest must lodge Answers with within 8 days of intimation, service and advertisement.",4569141,"5 March 2024, 12:00",Petitions to Wind Up (Companies)
Personal Legal,,4569554,,Deceased Estates
Personal Legal,,4569542,,Deceased Estates
Personal Legal,,4569553,,Deceased Estates
Personal Legal,,4569514,,Deceased Estates
Corporate Insolvency,"Notice is given that by written resolutions, the sole member of the company passed a special resolution that the company be wound up voluntarily, and an ordinary resolution appointing the Liquidator for the purposes of the winding-up. The requisite voting majority was received on 27 February 2024 Dimitar Mihaylov Grancharov, Director.",4569499,"5 March 2024, 10:20",Resolutions for Winding-up
Personal Legal,,4569404,,Deceased Estates
Corporate Insolvency,"Place of meeting: Date of meeting: Time of meeting: 4:00 pm. At an extraordinary general meeting of the members of the above-named Company, duly convened and held at the place, time and on the date specified above, the following resolutions were passed as a special resolution, and an ordinary resolution respectively: that the Company be wound up voluntarily, and the Joint Liquidators be appointed.",4569502,"5 March 2024, 10:40",Resolutions for Winding-up
Personal Legal,,4569398,,Deceased Estates
Personal Legal,Notice is hereby given that a Deed Poll dated and enrolled in the Senior Courts of England and Wales on as person(s) having parental responsibility on behalf of who is a child and single and a British Citizen under of the abandoned the name of Elsa Rose Leah Whiting and assumed the name of Robin Whiting.,4567917,"5 March 2024, 12:00",Changes of Name
Personal Legal,"Notice is hereby given that a Deed Poll dated and enrolled in the Senior Courts of England and Wales on , I, Single and a British Citizen under of the abandoned the name of James Edward Pratt and assumed the name of Robert James Page.",4567921,"5 March 2024, 12:00",Changes of Name
Personal Legal,"Notice is hereby given that a Deed Poll dated and enrolled in the Senior Courts of England and Wales on , I, Single and a British Citizen under of the abandoned the name of ABIGAIL JANE FRASER and assumed the name of GWEN JANE FRASER.",4567920,"5 March 2024, 12:00",Changes of Name
Personal Legal,"Notice is hereby given that a Deed Poll dated and enrolled in the Senior Courts of England and Wales on , I, Single and a British Citizen under of the abandoned the name of Daniel Ruscombe Stringer and assumed the name of Harper Dee Ruscombe Stringer.",4567922,"5 March 2024, 12:00",Changes of Name
Personal Legal,"Notice is hereby given that a Deed Poll dated and enrolled in the Senior Courts of England and Wales on , I, Single and a British Citizen under of the abandoned the name of Ali Hersi Hashi and assumed the name of Abdi Ali Dini.",4567919,"5 March 2024, 12:00",Changes of Name
Personal Legal,,4569411,,Deceased Estates
Personal Legal,"Notice is hereby given that a Deed Poll dated and enrolled in the Senior Courts of England and Wales on , I, Divorced/Civil Partnership dissolved and a British Citizen under of the abandoned the name of Vijayta Duggal and assumed the name of Vijayta Kaushal.",4567914,"5 March 2024, 12:00",Changes of Name
Other Notices,"The Company Law Supplement details information notified to, or by, the Registrar of Companies. The Company Law Supplement to is published weekly on a Tuesday. These supplements are available to view at https://www.thegazette.co.uk/browse-publications. Alternatively use the search and filter feature which can be found here https://www.thegazette.co.uk/all-notices on the company number and/or name.",4523696,"5 March 2024, 12:00",Other Notices
Corporate Insolvency,,4569495,"5 March 2024, 10:10",Appointment of Liquidators
Corporate Insolvency,"Registered Office: Level 8, 110 Queen Street, Glasgow, G1 3BX. Principal Trading Address: 2nd Floor, North Saltire Court, 20 Castle Terrace, Edinburgh, Scotland, EH1 2EN. Joint Liquidator's Name and Address: Julie Tait of Grant Thornton UK LLP, 7 Castle Street, Edinburgh, EH2 3AH. Joint Liquidator's Name and Address: Stuart Preston of Grant Thornton UK LLP, Level 8, 110 Queen Street, Glasgow, G1 3BX. I, Julie Tait and Stuart Preston, give notice that, on 28 February 2024, we were appointed as joint liquidators of the above company by a resolution of a meeting of the creditors. A liquidation committee was not established. It is not my intention to summon a further meeting of creditors to establish a liquidation committee unless requested to do so by one tenth in value of the company’s creditors. Contact Matthew Drinkwater on 0161 953 6386 or Matthew.Drinkwater@uk.gt.com. Julie Tait, Joint Liquidator",4569503,"5 March 2024, 10:10",Appointment of Liquidators
Corporate Insolvency,,4569488,"5 March 2024, 10:10",Appointment of Liquidators
Corporate Insolvency,,4569498,"5 March 2024, 10:10",Appointment of Liquidators
Corporate Insolvency,"Notice is given that by written resolutions, the members of the company passed a special resolution that the company be wound up voluntarily, and an ordinary resolution appointing the Liquidator for the purposes of the winding-up. The requisite voting majority was received on 28th February 2024 Oksana Ose, Director.",4569496,"5 March 2024, 10:10",Resolutions for Winding-up
Personal Legal,,4567918,"5 March 2024, 12:00",Deceased Estates
Corporate Insolvency,,4570211,,Petitions to Wind Up (Companies)
Personal Legal,,4569513,,Deceased Estates
Corporate Insolvency,"Date of meeting: NOTICE IS HEREBY GIVEN pursuant to Rule 15.13 of the Insolvency (England and Wales) Rules 2016, that a virtual meeting of the creditors of the above named Company will be held on the date and time specified in this notice for the purposes mentioned in Section 100 of the Insolvency Act 1986. The Insolvency Practitioner named below is qualified to act in this matter. A list of names and addresses of the Company's creditors may be inspected, free of charge, at the address given below, between 10.00am and 4.00pm on the two business days preceding the date of the meeting. Creditors entitled to attend and vote at the virtual meeting may participate either in person or by proxy. A creditor can attend the virtual meeting and vote, and is entitled to vote if they have delivered proof of their debt by no later than 4 pm on the business day before the meeting. If a creditor cannot attend, or does not wish to attend, but still wishes to vote at the virtual meeting, they can ether nominate a person to attend on their behalf, or they may nominate the Chairman of the virtual meeting, who will be a director of the Company, to vote on their behalf. Such creditors must still submit the proof of their claim by no later than 4 pm on the business day before the meeting but proxies will be accepted by the Chairman up to the commencement of the virtual meeting. For the purposes of voting, any secured creditors are required (unless they surrender their security) to lodge a statement with the Insolvency Practitioners prior to the Meeting, giving particulars of their security, the date when it was given and its assessed value. Creditors must deliver proof of their claim and their proxy using the details provided below. By Order of the Board Daniel Farrow, Director",4569504,"5 March 2024, 10:10",Meetings of Creditors
Personal Legal,,4570225,,Deceased Estates
Corporate Insolvency,,4570212,,Appointment of Liquidators
Corporate Insolvency,"Date of meeting: NOTICE IS HEREBY GIVEN pursuant to Rule 15.13 of the Insolvency (England and Wales) Rules 2016, that a virtual meeting of the creditors of the above named Company will be held on the date and time specified in this notice for the purposes mentioned in Section 100 of the Insolvency Act 1986. The Insolvency Practitioner named below is qualified to act in this matter. A list of names and addresses of the Company's creditors may be inspected, free of charge, at the address given below, between 10.00am and 4.00pm on the two business days preceding the date of the meeting. Creditors entitled to attend and vote at the virtual meeting may participate either in person or by proxy. A creditor can attend the virtual meeting and vote, and is entitled to vote if they have delivered proof of their debt by no later than 4 pm on the business day before the meeting. If a creditor cannot attend, or does not wish to attend, but still wishes to vote at the virtual meeting, they can ether nominate a person to attend on their behalf, or they may nominate the Chairman of the virtual meeting, who will be a director of the Company, to vote on their behalf. Such creditors must still submit the proof of their claim by no later than 4 pm on the business day before the meeting but proxies will be accepted by the Chairman up to the commencement of the virtual meeting. For the purposes of voting, any secured creditors are required (unless they surrender their security) to lodge a statement with the Insolvency Practitioners prior to the Meeting, giving particulars of their security, the date when it was given and its assessed value. Creditors must deliver proof of their claim and their proxy using the details provided below. By Order of the Board Christopher Smith, Director",4569505,"5 March 2024, 10:10",Meetings of Creditors
State,"A Statute made by the Governing Body of Trinity College in the University of Cambridge on 20th February 2024 amending the existing Statutes of the College has been submitted for the approval of His Majesty in Council, and notice of this having been submitted are published in accordance with the provisions of the Universities of Oxford and Cambridge Act 1923. Under the provisions of the Act any petition must be received by the Privy Council Office by email enquiries@pco.gov.uk within eight weeks (exclusive of any University vacation). The proposed amendments facilitate delaying the start of the terms of office of the Vice-Master and elective Members of the Council and introduce new academic titles and terms of address. They also update the College’s powers to deal with its assets and endowments, to make investments and to appropriate its assets and endowments for expenditure.",4565138,"5 March 2024, 12:00",Privy Council Office
Personal Legal,,4570227,,Deceased Estates
Personal Legal,,4570112,,Deceased Estates
Personal Legal,,4570109,,Deceased Estates
Corporate Insolvency,,4570236,,Resolutions for Winding Up
Personal Legal,,4569784,,Deceased Estates
Other Notices,"To be held on at 2pm at If you are a shareholder of Leighton Buzzard Sports Association Limited and you are entitled to attend the general meeting please register you interest via Gemma Gurney of of , Tel: or",4570095,"5 March 2024, 13:20",Other Notices
Other Notices,"That on the 10/11/2023, a quantity of cash, namely £12,560.67 cash was found on Oltion MANEKROLLI, last known address Harmondsworth IRC, Colnbrook Bypass, West Drayton, UB7 0HB. I FI Gander-Miller, Sussex Police, an accredited financial investigator within the meaning of the word 297A (6) of Proceeds of Crime Act 2002 (POCA) am satisfied that the cash (+ interest) or part of it is: a) recoverable property; or b) is intended by any person for use in unlawful conduct Any person may object to the proposed forfeiture within 30 days, starting with the day after the notice is given. Accordingly, the period for objecting to this notice expires on 22nd March 2024. Any objections must be made in writing to FI Gander-Miller, Financial Investigation Unit, Sussex Police, Building 4, Hammonds Drive Contact Centre, Eastbourne, East Sussex. BN23 6PW. If no objection is received at the above address within the prescribed period stated herein the cash will be forfeited.",4570094,"5 March 2024, 13:20",Other Notices
Corporate Insolvency,,4570231,,Appointment of Liquidators
Personal Legal,,4570228,,Deceased Estates
Personal Legal,,4570237,,Deceased Estates
Personal Legal,,4570117,,Deceased Estates
Personal Legal,,4570103,,Deceased Estates
Personal Insolvency,,4570115,,Notice of Intended Dividend
Personal Legal,,4570116,,Deceased Estates
Corporate Insolvency,"Place of meeting: Date of meeting: At an extraordinary general meeting of the members of the above-named Company, duly convened and held at the place, time and on the date specified above, the following resolutions were passed as a special resolution, and an ordinary resolution respectively: that the Company be wound up voluntarily, and the Joint Liquidators be appointed.",4569489,"5 March 2024, 10:00",Resolutions for Winding-up
Personal Insolvency,,4570136,,Notice of Intended Dividend
Personal Legal,,4569408,,Deceased Estates
Corporate Insolvency,"Notice is given that by written resolutions, the members of the company passed a special resolution that the company be wound up voluntarily, and an ordinary resolution appointing the Liquidator for the purposes of the winding-up. The requisite voting majority was received on 28/02/2024 Daniel Goodwin, Director.",4569491,"5 March 2024, 10:00",Resolutions for Winding-up
Corporate Insolvency,,4569493,"5 March 2024, 10:00",Appointment of Liquidators
Corporate Insolvency,"Final Date For Submission: Notice is hereby given, pursuant to Rule 14.28 of the Insolvency (England and Wales) Rules 2016, that the joint liquidators of the Company named above (in members’ voluntary liquidation) intend to make final distributions to creditors. Creditors are required to prove their debts on or before the final date for submission specified in this notice by sending full details of their claims to the joint liquidators. Creditors must also, if so requested by the joint liquidators, provide such further details and documentary evidence to support their claims as the joint liquidators deem necessary. The intended distributions are final distributions and may be made without regard to any claims not proved by the final date for submission specified in this notice. Any creditor who has not proved their debt by that date, or who increases the claim in their proof after that date, will not be entitled to disturb the intended final distributions. The joint liquidators intend that, after paying or providing for final distributions in respect of creditors who have proved their claims, all funds remaining in the joint liquidators’ hands following the final distributions to creditors shall be distributed to the shareholders of the Company absolutely. The directors have made a statutory declaration that the Company is able to pay all known liabilities in full.",4569492,"5 March 2024, 10:00",Notices to Creditors
Corporate Insolvency,"Place of meeting: Date of meeting: Notice is given that at a General Meeting of the Company, duly convened and held at the place and on the date given above, a special resolution was passed that the company be wound up voluntarily; and an ordinary resolution was passed appointing the Joint Liquidators for the purposes of the winding-up.",4569494,"5 March 2024, 10:00",Resolutions for Winding-up
Corporate Insolvency,,4569501,"5 March 2024, 10:00",Appointment of Liquidators
Corporate Insolvency,"Final Date For Submission: Notice is hereby given, pursuant to Rule 14.28 of the Insolvency (England and Wales) Rules 2016, that the joint liquidators of the Company named above (in members’ voluntary liquidation) intend to make final distributions to creditors. Creditors are required to prove their debts on or before the final date for submission specified in this notice by sending full details of their claims to the joint liquidators. Creditors must also, if so requested by the joint liquidators, provide such further details and documentary evidence to support their claims as the joint liquidators deem necessary. The intended distributions are final distributions and may be made without regard to any claims not proved by the final date for submission specified in this notice. Any creditor who has not proved their debt by that date, or who increases the claim in their proof after that date, will not be entitled to disturb the intended final distributions. The joint liquidators intend that, after paying or providing for final distributions in respect of creditors who have proved their claims, all funds remaining in the joint liquidators’ hands following the final distributions to creditors shall be distributed to the shareholders of the Company absolutely. The directors have made a statutory declaration that the Company is able to pay all known liabilities in full.",4569500,"5 March 2024, 10:00",Notices to Creditors
Corporate Insolvency,"Date of meeting: NOTICE IS HEREBY GIVEN pursuant to Rule 15.13 of the Insolvency (England and Wales) Rules 2016, that a virtual meeting of the creditors of the above named Company will be held on the date and time specified in this notice for the purposes mentioned in Section 100 of the Insolvency Act 1986. The Insolvency Practitioner named below is qualified to act in this matter. A list of names and addresses of the Company's creditors may be inspected, free of charge, at the address given below, between 10.00am and 4.00pm on the two business days preceding the date of the meeting. Resolutions to be taken at the meeting may include a resolution specifying the terms on which the liquidator is to be remunerated, and the meeting may receive information about, or be called upon to approve the costs of preparing the statement of affairs and convening the meeting. Creditors entitled to attend and vote at the virtual meeting may participate either in person or by proxy. A creditor can attend the virtual meeting and vote, and is entitled to vote if they have delivered proof of their debt by no later than 4 pm on the business day before the meeting. If a creditor cannot attend, or does not wish to attend, but still wishes to vote at the virtual meeting, they can ether nominate a person to attend on their behalf, or they may nominate the Chairman of the virtual meeting, who will be a director of the Company, to vote on their behalf. Such creditors must still submit the proof of their claim by no later than 4 pm on the business day before the meeting but proxies will be accepted by the Chairman up to the commencement of the virtual meeting. For the purposes of voting, any secured creditors are required (unless they surrender their security) to lodge a statement with the Insolvency Practitioners prior to the Meeting, giving particulars of their security, the date when it was given and its assessed value. Creditors must deliver proof of their claim and their proxy using the details provided below. By Order of the Board Mr Stephen George Chandler, Director",4569497,"5 March 2024, 10:00",Meetings of Creditors
Personal Legal,,4569559,,Deceased Estates
Corporate Insolvency,,4570147,,Appointment of Liquidators
Partnerships,"Notice is hereby given, pursuant to section 10 of the Limited Partnerships Act 1907, that with effect from and including 1 January 2024, Eric Jean Bernard Merlin (the “Departing Limited Partner”) transferred to LATS Group PtTE Ltd (the “New Limited Partner”) all of his interest held in Abingworth Clinical Co-Development Fund 2 LP (the “Partnership”), a limited partnership registered in England and Wales with number LP021179 and that with effect from and including 1 January 2024, the Departing Limited Partner ceased to be a limited partner in the Partnership and the New Limited Partner became a limited partner in the Partnership.",4570074,"5 March 2024, 12:40",Statement by General Partner
Other Notices,"The Company Law Supplement details information notified to, or by, the Registrar of Companies. The Company Law Supplement to is published weekly on a Tuesday. These supplements are available to view at https://www.thegazette.co.uk/browse-publications. Alternatively use the search and filter feature which can be found here https://www.thegazette.co.uk/all-notices on the company number and/or name.",4523677,"5 March 2024, 12:00",Other Notices
Personal Legal,,4569397,,Deceased Estates
Personal Legal,"Notice is hereby given that a Deed Poll dated and enrolled in the Senior Courts of England and Wales on , I, Single and a British Citizen under of the abandoned the name of Jack Weir and assumed the name of Jack Spencer Shoesmith.",4567923,"5 March 2024, 12:00",Changes of Name
Personal Legal,,4570219,,Deceased Estates
Personal Legal,,4569409,,Deceased Estates
Personal Legal,,4570076,"5 March 2024, 12:40",Deceased Estates
Corporate Insolvency,"NOTICE IS GIVEN that at a General Meeting of the above-named Company, duly convened and held at on at the following resolutions were passed as a Special resolution and Ordinary resolution respectively:- 1. “That the Company be wound up voluntarily” and 2. “That (IP No: ) and (IP No: ) of , be appointed of the Company and that they act either jointly or seperately.” For further details contact by email at . Dated this 28th day of February 2024",4570033,"5 March 2024, 12:50",Resolutions for Winding-up
Corporate Insolvency,"On , notice was published in that a petition had been presented to the Court of Session seeking an order that MS Properties (Edinburgh) Limited (company registration number SC536436), a company incorporated under the Companies Acts and having its Registered Office at be wound up by the Court and a liquidator appointed. On on the motion of the Petitioner that Petition was dismissed by the Court and an order made that notice of the dismissal be published.",4568001,"5 March 2024, 12:10",Dismissal of Winding Up Petition
Corporate Insolvency,"A Petition to wind up the above named company having its Registered Office at , presented on , by , , claiming to be a creditor of the company, will be heard at on at (or as soon thereafter as the petition can be heard). Any person intending to appear on the hearing of the petition (whether to support or oppose it) must give notice of intention to do so to the petitioner or its solicitor in accordance with Rule 7.14 by 4 pm on .",4570025,"5 March 2024, 12:10",Petitions to Wind Up (Companies)
Corporate Insolvency,"A Petition to wind up the above-named company (registered no: 13385946 ) of , presented on by of and heard on and was dismissed. Notice of the hearing previously appeared in the London Gazette with Notice ID 4501613 issue number 64246 on 1 December 2023.",4570029,"5 March 2024, 13:00",Dismissal of Winding Up Petition
Personal Legal,,4570075,"5 March 2024, 12:50",Deceased Estates
Corporate Insolvency,"The Company was placed into members’ voluntary liquidation on 19 February 2024 and on the same date, (IP Number: ) and (IP Number: ), both of , of were appointed as Joint Liquidators of the Company. NOTICE IS HEREBY GIVEN that the Creditors of the Company are required on or before 28 March 2024 to send in their names and addresses, particulars of their debts or claims and the names and addresses of their Solicitors (if any) to the undersigned of Begbies Traynor (Central) LLP, 11c Kingsmead Square, Bath, BA1 2AB the Joint Liquidator of the Company and, if so required by notice in writing to prove their debts or claims at such time and place as shall be specified in such notice, or in default thereof shall be excluded from the benefit of any distribution made before such debts are proved. This notice is purely formal, the Company is able to pay all its known creditors in full.",4570042,"5 March 2024, 12:50",Notices to Creditors
Corporate Insolvency,Pursuant to section 109 of the Insolvency Act 1986 Liquidators,4570040,"5 March 2024, 12:50",Appointment of Liquidators
Corporate Insolvency,"Notification of written resolutions of the above-named Company proposed by the directors and having effect as a special resolution and as an ordinary resolution respectively pursuant to the provisions of Part 13 of the Companies Act 2006. Circulation Date: 19 February 2024 Effective Date: I, the undersigned, being a director of the Company hereby certify that the following written resolutions were circulated to all eligible members of the Company on the Circulation Date and that the written resolutions were passed on the Effective Date: “That the Company be wound up voluntarily and that Neil Frank Vinnicombe and Simon Robert Haskew both of Begbies Traynor (Central) LLP of 11c Kingsmead Square, Bath, BA1 2AB be and are hereby appointed as joint liquidators for the purposes of such winding up and that any power conferred on them by law or by this resolution, may be exercised and any act required or authorised under any enactment to be done by them, may be done by them jointly or by each of them alone.” (IP Number: ) and (IP Number: ).",4570041,"5 March 2024, 12:50",Resolutions for Winding-up
